Product_Name,Customer_Name,Region,OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Pat Kinney,North America,3,10,0,90,12,20,0.4,412
Avery Legal 4-Ring Binder,Joe Hunter,EMEA,4,15,0.09,21,57,1,0.35,310.22
Plymouth Boxed Rubber Bands by Plymouth,Tiffany Griffith,AsiaPac,1,5,0.04,5,78,1,0.8,295.4
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Tiffany Griffith,AsiaPac,1,5,0.06,4,52,2,0.36,60.4
Canon MP41DH Printing Calculator,Aaron Riggs,North America,2,7,0.02,151,3,14,0.38,149.08
"Wirebound Message Book, 4 per Page",Aaron Riggs,North America,2,7,0.1,5,1,1,0.36,0.3
"Bevis Round Conference Table Top, X-Base",Aaron Riggs,North America,2,7,0.01,179,21,29,0.74,2715.07
Avery Legal 4-Ring Binder,Joseph Dawson,North America,4,15,0.09,21,14,1,0.35,75.44
Plymouth Boxed Rubber Bands by Plymouth,Ray Grady,North America,1,5,0.04,5,19,1,0.8,71.2
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Kurt O'Connor,North America,1,5,0.06,4,13,2,0.36,13.6
Global Ergonomic Managers Chair,Cathy Shea,EMEA,3,10,0.06,181,4,26,0.59,357.72
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Kerry Beach,North America,0,0,0.95,71,19,69,0.68,-433.23
Global Ergonomic Managers Chair,Megan Woods,North America,3,10,0.06,181,1,26,0.59,69.93
Canon Image Class D660 Copier,John Bray,North America,1,5,0,600,18,24,0.44,4728
"Wilson Jones Hanging View Binder, White, 1""",Debbie Hsu,North America,0,0,0.01,7,18,6,0.39,41.88
Computer Printout Paper with Letter-Trim Perforations,Debbie Hsu,North America,0,0,0.05,19,5,9,0.37,21.4
Portfile® Personal File Boxes,Ross Tucker,EMEA,1,5,0.07,18,72,9,0.59,664.92
3390,Tammy Meyers,AsiaPac,0,0,0.02,66,56,5,0.57,2027.8
Portfile® Personal File Boxes,Laurence Flowers,North America,1,5,0.07,18,18,9,0.59,159.48
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jackie McCullough,North America,1,5,0.02,58,22,37,0.61,715.84
Park Ridge™ Embossed Executive Business Envelopes,Jackie McCullough,North America,1,5,0.03,16,22,1,0.38,122.2
Bevis 36 x 72 Conference Tables,Brooke Lancaster,North America,0,0,0.01,124,18,52,0.63,1331.84
Colored Envelopes,Cathy Burgess,North America,1,5,0.08,4,9,3,0.39,8.16
Bionaire Personal Warm Mist Humidifier/Vaporizer,Betsy Gibson,North America,3,10,0.04,47,4,5,0.46,73.96
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Eugene H Walsh,North America,0,0,0.02,23,12,9,0.44,106.92
Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Alfred Singh,North America,1,5,0.04,292,22,49,0.56,3291.48
Gyration Ultra Cordless Optical Suite,Karen O'Donnell,North America,4,15,0.08,101,7,7,0.46,261.66
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Karen O'Donnell,North America,4,15,0,13,19,5,0.37,86.39
Xerox 1983,Eugene Levy,EMEA,0,0,0.05,6,67,5,0.36,119.62
StarTAC 7760,Eugene Levy,EMEA,0,0,0.01,66,13,4,0.59,493.64
Avery 498,Jeanne Walker,North America,1,5,0.05,3,9,1,0.38,7.91
Xerox 1983,Robyn Garner,North America,0,0,0.05,6,17,5,0.36,26.62
StarTAC 7760,Kelly Shaw,North America,0,0,0.01,66,3,4,0.59,110.84
"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Gerald Crabtree,North America,0,0,0.1,3,6,49,0.56,-40.72
Zoom V.92 USB External Faxmodem,Louis Parrish,North America,1,5,0.09,50,48,20,0.41,748
Lock-Up Easel 'Spel-Binder',Louis Parrish,North America,1,5,0.03,29,11,1,0.38,110.65
Xerox 197,Nina Horne Kelly,North America,3,10,0.02,31,13,17,0.4,136.14
Epson C62 Color Inkjet Printer,Marguerite Yu,North America,3,10,0.07,120,15,17,0.35,487
Zoom V.92 USB External Faxmodem,Judy Merritt,North America,1,5,0.09,50,12,20,0.41,172
Lock-Up Easel 'Spel-Binder',John Morse,North America,1,5,0.03,29,3,1,0.38,29.45
"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Arthur Gold,North America,2,7,0.06,22,12,2,0.43,95.68
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Elsie Floyd,North America,4,15,0.03,5,8,5,0.64,19.4
Xerox 197,Eric West,North America,3,10,0.02,31,3,17,0.4,18.34
"Quartet Omega® Colored Chalk, 12/Pack",Renee Huang,North America,1,5,0.08,6,11,1,0.38,18.8
StarTAC 8000,Renee Huang,North America,1,5,0,206,13,9,0.6,1597.8
Fellowes Superior 10 Outlet Split Surge Protector,Annie Odom,North America,1,5,0.06,38,17,5,0.56,318
Hewlett Packard LaserJet 3310 Copier,Annie Odom,North America,1,5,0.08,600,22,24,0.37,3804
Unpadded Memo Slips,Annie Odom,North America,1,5,0.1,4,5,3,0.35,2
T28 WORLD,Dennis Block Richardson,North America,0,0,0.01,196,22,9,0.6,2535.08
Avery Poly Binder Pockets,Tony Woods,North America,1,5,0.01,4,11,5,0.37,10.84
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Tony Woods,North America,1,5,0.09,41,3,9,0.76,73.41
Panasonic KX-P1150 Dot Matrix Printer,Tony Woods,North America,1,5,0.02,145,7,18,0.56,530.1
Xerox 1898,Lindsay Shepherd,North America,2,7,0.01,7,11,7,0.37,20.72
"Soundgear Copyboard Conference Phone, Optional Battery",Sandy Hunt,North America,2,7,0.09,204,2,14,0.37,100.24
1726 Digital Answering Machine,Jeremy Rollins,AsiaPac,4,15,0.07,21,42,5,0.58,444.82
Multicolor Computer Printout Paper,Jeremy Rollins,AsiaPac,4,15,0.09,105,38,20,0.37,1097.2
Eldon® Wave Desk Accessories,Herbert Holden,North America,1,5,0.1,2,34,5,0.43,17.44
Ames Color-File® Green Diamond Border X-ray Mailers,Floyd Hill Dorsey,North America,1,5,0.05,84,2,5,0.38,50.44
iDEN i95,Floyd Hill Dorsey,North America,1,5,0.07,66,6,20,0.59,185.92
1726 Digital Answering Machine,Neal Helms,North America,4,15,0.07,21,11,5,0.58,112.81
Multicolor Computer Printout Paper,Robert Willis,North America,4,15,0.09,105,10,20,0.37,274
Eldon® Wave Desk Accessories,Constance Britt,North America,1,5,0.1,2,9,5,0.43,0.94
Catalog Binders with Expanding Posts,Kathleen Zhang,EMEA,2,7,0.1,67,19,20,0.4,361.9
Xerox 200,Donald Spears,AsiaPac,3,10,0.02,6,43,6,0.37,84.3
2300 Heavy-Duty Transfer File Systems by Perma,Donald Spears,AsiaPac,3,10,0.04,25,41,9,0.66,626.5
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Donald Spears,AsiaPac,3,10,0.07,881,33,45,0.62,15945.15
"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Rosemary Hedrick,AsiaPac,0,0,0.08,8,37,4,0.61,152.88
Eureka The Boss® Cordless Rechargeable Stick Vac,Shirley Garner,North America,1,5,0.07,51,9,14,0.58,220.09
"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Shirley Garner,North America,1,5,0.01,22,3,2,0.43,25.72
"Fellowes Personal Hanging Folder Files, Navy",Shirley Garner,North America,1,5,0.04,13,3,6,0.57,14.67
Catalog Binders with Expanding Posts,Max Kuhn Bailey,North America,1,5,0,5,21,1,0.36,80.5
Xerox 200,Constance Robertson,North America,2,7,0.1,67,5,20,0.4,17.1
"Quartet Omega® Colored Chalk, 12/Pack",Constance Robertson,North America,3,10,0.02,6,11,6,0.37,10.52
2300 Heavy-Duty Transfer File Systems by Perma,Constance Robertson,North America,3,10,0.06,6,6,1,0.38,146
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Phillip Blum,North America,3,10,0.04,25,10,9,0.66,3831.4
Canon PC940 Copier,Joyce Knox,North America,3,10,0.07,881,8,45,0.62,201
Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Joyce Knox,North America,3,10,0.02,450,1,24,0.52,846.4
Hoover Upright Vacuum With Dirt Cup,Sarah McCormick,North America,3,10,0.03,95,12,20,0.79,136.6
KF 788,Leroy Blanchard,North America,3,10,0.02,290,1,20,0.56,353.8
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Andrew Levine,North America,3,10,0.04,46,15,5,0.56,42.4
5170,Andrew Levine,North America,3,10,0.09,4,31,1,0.44,1418.96
HP Office Recycled Paper (20Lb. and 87 Bright),Holly Chu,North America,3,10,0.1,66,44,4,0.59,-4.4
KF 788,Holly Chu,North America,3,10,0.06,6,2,8,0.36,90.68
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Peter Hardy,North America,3,10,0.04,46,4,5,0.56,10.2
5170,Peter Hardy,North America,3,10,0.09,4,8,1,0.44,351.74
Telescoping Adjustable Floor Lamp,Kara Foster,North America,3,10,0.1,66,11,4,0.59,89.8
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Kara Foster,North America,0,0,0.04,20,9,11,0.6,91.24
Contemporary Wood/Metal Frame,Dana Jain,North America,0,0,0.06,17,11,6,0.58,43.52
"Master Big Foot® Doorstop, Beige",Herbert Hester,North America,0,0,0.04,16,7,8,0.5,17.6
Avery 508,Jessica Thompson,AsiaPac,3,10,0.06,5,9,4,0.54,36.8
"Wirebound Service Call Books, 5 1/2"" x 4""",Alexandra Frazier,North America,2,7,0.08,10,3,2,0.37,6.7
Crayola Colored Pencils,Aaron Shaffer,North America,1,5,0,3,11,1,0.52,16.16
Xerox 212,Lucy Arthur,North America,2,7,0.01,6,5,8,0.37,2.8
Sharp EL500L Fraction Calculator,Caroline Kay,Latam,1,5,0.01,14,33,8,0.39,167.56
Durable Pressboard Binders,Jessie Houston,North America,4,15,0.01,4,5,1,0.38,6.4
1726 Digital Answering Machine,Yvonne Pearson,North America,3,10,0.01,21,6,5,0.58,66.82
Sharp EL500L Fraction Calculator,Glenda Simon,North America,1,5,0.01,14,8,8,0.39,34.56
Xerox 1959,Justin Hull,North America,2,7,0.02,7,11,7,0.37,19.95
"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Ronnie Armstrong,EMEA,3,10,0.03,501,32,28,0.38,5583.2
Canon Image Class D660 Copier,Sidney Eaton,EMEA,1,5,0.05,600,49,24,0.44,11442
"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Ted Durham,North America,3,10,0.03,501,8,28,0.38,1374.8
Canon Image Class D660 Copier,Dwight Albright Huffman,North America,1,5,0.05,600,12,24,0.44,2784
Xerox 1952,Pam Patton,North America,2,7,0.06,5,21,5,0.38,28.6
"Memorex Slim 80 Minute CD-R, 10/Pack",Pam Patton,North America,2,7,0.03,10,24,2,0.43,94
Global Troy™ Executive Leather Low-Back Tilter,Caroline Morton,North America,1,5,0.09,501,46,26,0.6,11727.46
Tennsco Commercial Shelving,Caroline Morton,North America,1,5,0.09,20,7,35,0.84,70
Avery 508,Louis Parrish,North America,2,7,0.02,5,33,1,0.36,55.1
Xerox 1898,Louis Parrish,North America,2,7,0.1,7,12,7,0.37,15.68
Microsoft Internet Keyboard,Charlene Grant,North America,1,5,0.05,21,10,7,0.78,146.3
"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Brian Leach,North America,0,0,0.05,5,8,2,0.72,24.8
Xerox 1952,Stacy Benton,North America,2,7,0.06,5,5,5,0.38,3
"Memorex Slim 80 Minute CD-R, 10/Pack",Benjamin Strauss,North America,2,7,0.03,10,6,2,0.43,22
Global Troy™ Executive Leather Low-Back Tilter,Bobby Dorsey,North America,1,5,0.09,501,12,26,0.6,3040.12
Tennsco Commercial Shelving,Bobby Dorsey,North America,1,5,0.09,20,2,35,0.84,-5
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Annie Odom,North America,2,7,0.04,92,3,40,0.67,133.88
Newell 35,Annie Odom,North America,2,7,0.09,3,9,5,0.56,7.69
Xerox 1898,Judith Jacobs,North America,2,7,0.1,7,3,7,0.37,-1.33
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Lindsay P Ashley,North America,1,5,0,13,27,1,0.35,121.85
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Tamara Cowan,North America,1,5,0,13,7,1,0.35,30.85
Xerox 1893,Nathan Wyatt,North America,2,7,0.05,41,11,17,0.36,122.81
Avanti 4.4 Cu. Ft. Refrigerator,Jason Hill,North America,2,7,0.01,181,3,55,0.57,249.08
"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Jason Hill,North America,2,7,0.08,29,12,9,0.42,109.32
Letter Size Cart,Charlene Zhou,North America,3,10,0.01,143,4,20,0.56,294.6
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Louis Parrish,North America,0,0,0.95,71,3,69,0.68,-126.51
DIXON Ticonderoga® Erasable Checking Pencils,Linda Franklin,North America,3,10,0.07,6,9,2,0.46,19.06
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Jean Webster,North America,3,10,0.05,22,10,9,0.41,70.2
Rogers Handheld Barrel Pencil Sharpener,Jean Webster,North America,3,10,0.03,3,1,4,0.58,-2.35
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Ricky Kaufman,North America,4,15,0.08,69,4,60,0.41,31.08
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Jon Simmons,North America,0,0,0.95,71,1,69,0.68,-88.17
Newell 342,Jan Massey,North America,1,5,0.04,3,11,4,0.56,13.16
Ibico EB-19 Dual Function Manual Binding System,Dolores Abrams,North America,1,5,0.1,173,26,20,0.08,-109.96
"Companion Letter/Legal File, Black",Lynda Rosenthal,North America,0,0,0.06,38,7,13,0.57,122.66
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Eva Berg,North America,0,0,0,7,10,6,0.08,-0.4
Xerox 1924,Keith Cooke,EMEA,0,0,0.08,6,6,8,0.36,2.08
Acme® Box Cutter Scissors,Anita Brock,EMEA,4,15,0.07,10,9,5,0.59,41.8
Binder Clips by OIC,Dean Shapiro Britt,AsiaPac,3,10,0,1,46,1,0.37,16.02
"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Pamela Wiley,North America,3,10,0.03,36,13,7,0.4,166.16
Xerox 1924,Frances Powers,North America,0,0,0.08,6,2,8,0.36,-4.64
Acme® Box Cutter Scissors,Toni Daly,North America,4,15,0.07,10,2,5,0.59,5.4
Canon PC-428 Personal Copier,Gretchen Davis,North America,0,0,0.06,200,9,24,0.46,696
Xerox 1994,Colleen Andrews,North America,2,7,0.03,6,8,6,0.37,10.32
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Stephanie Pruitt,North America,3,10,0.01,5,8,5,0.36,9
Binder Clips by OIC,Carla Riley,North America,3,10,0,1,12,1,0.37,3.44
"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Larry Neal,North America,3,10,0.03,36,3,7,0.4,32.96
Hon Comfortask® Task/Swivel Chairs,Lewis Herman,North America,4,15,0.06,114,12,30,0.69,831.84
Hon Every-Day® Chair Series Swivel Task Chairs,Jean Hardy,North America,4,15,0,121,5,30,0.64,357.2
Xerox 217,Joel Erickson,Latam,4,15,0.02,6,10,8,0.37,13
Fuji Slim Jewel Case CD-R,Louis Parrish,North America,4,15,0,2,33,2,0.55,34.3
Xerox 217,Tracy Dyer,North America,4,15,0.02,6,3,8,0.37,-1.7
282,Nathan Fox,North America,4,15,0.06,116,11,4,0.56,634
Logitech Cordless Navigator Duo,Angela Larson,North America,2,7,0,81,11,7,0.48,420.68
Xerox 1917,Angela Larson,North America,2,7,0.01,49,6,6,0.38,102.78
Fuji Slim Jewel Case CD-R,Jan Hubbard Richards,North America,4,15,0,2,8,2,0.55,6.8
EcoTones® Memo Sheets,Terri McCarthy Manning,North America,0,0,0.08,4,8,1,0.37,8.28
Xerox 1984,Terri McCarthy Manning,North America,0,0,0.06,6,1,9,0.36,-7.2
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Anne Schultz,North America,3,10,0.09,6,7,6,0.4,7.02
Avery 503,Anne Schultz,North America,3,10,0.04,10,3,1,0.37,8.9
Bush Mission Pointe Library,Jon Padgett,North America,0,0,0.01,151,8,66,0.65,707.12
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Roy Briggs,North America,0,0,0.08,201,1,24,0.58,76.5
Sanford Liquid Accent Highlighters,Florence Walters,North America,4,15,0.03,7,8,2,0.48,23.2
Crayola Colored Pencils,Amy Hale,North America,0,0,0.08,3,7,1,0.52,8.24
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Lester Cho,North America,0,0,0.04,14,10,8,0.56,64.8
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Yvonne Clarke,North America,0,0,0.01,201,4,24,0.58,434.28
Accessory25,Lauren Pollard,AsiaPac,0,0,0.09,21,7,1,0.57,69.56
"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Audrey Cline,AsiaPac,3,10,0.02,9,29,3,0.39,93.57
Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Audrey Cline,AsiaPac,3,10,0.05,3502,3,9,0.57,5454.12
Portable Personal File Box,Audrey Cline,AsiaPac,3,10,0.07,12,32,5,0.58,190.84
DIXON Oriole® Pencils,Hugh Scott,AsiaPac,3,10,0.09,3,14,1,0.59,20
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Hugh Scott,AsiaPac,3,10,0.05,7,1,8,0.58,-4.29
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Benjamin Chan,North America,0,0,0.01,201,1,24,0.58,90.57
Accessory25,Bruce Norton,North America,0,0,0.09,21,2,1,0.57,19.16
Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Cynthia Khan,North America,3,10,0.05,3502,1,9,0.57,1812.04
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Cynthia Khan,North America,3,10,0.05,35,6,9,0.56,98.1
Portable Personal File Box,Cynthia Khan,North America,3,10,0.07,12,8,5,0.58,43.96
"Seth Thomas 13 1/2"" Wall Clock",Francis Edwards,North America,3,10,0.08,18,7,5,0.54,52.96
Eldon Portable Mobile Manager,Francis Edwards,North America,3,10,0.09,28,12,14,0.58,150.64
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Gretchen Wiggins,North America,3,10,0.05,7,1,8,0.58,-4.29
Letter Size Cart,Yvonne Mann,North America,0,0,0.07,143,1,20,0.56,50.07
Letter Size Cart,Kay Abbott,North America,0,0,0.07,143,1,20,0.56,50.07
Panasonic KX-P1131 Dot Matrix Printer,Shawn Combs,North America,4,15,0.09,265,1,18,0.58,111.85
Luxo Economy Swing Arm Lamp,Regina Langley,North America,1,5,0,20,12,15,0.57,121.8
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Regina Langley,North America,1,5,0.08,7,4,3,0.36,4.84
Xerox 1952,Regina Langley,North America,1,5,0.01,5,1,5,0.38,-3.15
"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Dawn Larson,North America,3,10,0.03,57,2,13,0.56,47.42
Westinghouse Clip-On Gooseneck Lamps,Dawn Larson,North America,3,10,0.04,8,12,10,0.59,42.8
Xerox 1893,Emma Copeland,North America,3,10,0.02,41,1,17,0.36,-3.06
"Linden® 12"" Wall Clock With Oak Frame",Molly Walton Forrest,North America,4,15,0.09,34,7,20,0.55,89.48
"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Benjamin Harrell,North America,2,7,0.04,2,5,1,0.57,4.3
Hoover Portapower™ Portable Vacuum,Tracey McCall,North America,2,7,0.07,4,6,49,0.6,-36.28
Xerox 193,Edith Reynolds,North America,3,10,0.08,6,3,5,0.36,0.04
"Premier Elliptical Ring Binder, Black",Tiffany Griffith,AsiaPac,1,5,0.1,30,12,1,0.37,96.2
Hon Comfortask® Task/Swivel Chairs,Lauren Pollard,AsiaPac,4,15,0.08,114,24,30,0.69,1638.96
Fellowes 17-key keypad for PS/2 interface,Lauren Pollard,AsiaPac,4,15,0.09,31,2,4,0.75,36.92
Xerox 1938,Lauren Pollard,AsiaPac,4,15,0.08,48,19,6,0.37,258.48
Xerox 220,Geraldine McCormick,Latam,2,7,0.09,6,17,7,0.37,21.56
Binding Machine Supplies,Ted Oliver,AsiaPac,2,7,0.02,29,1,6,0.37,4.15
O'Sullivan Living Dimensions 2-Shelf Bookcases,Jerome McIntosh,North America,3,10,0.02,121,10,59,0.75,824.3
Xerox 1939,Jerome McIntosh,North America,3,10,0.01,19,6,10,0.37,31.04
"Premier Elliptical Ring Binder, Black",Arlene Lutz,North America,1,5,0.1,30,3,1,0.37,23.3
Hon Comfortask® Task/Swivel Chairs,Bruce Norton,North America,4,15,0.08,114,6,30,0.69,387.24
Xerox 1938,Bruce Norton,North America,4,15,0.08,48,5,6,0.37,63.6
Xerox 220,Eugene Chandler,North America,2,7,0.09,6,4,7,0.37,-0.28
Newell 346,Ronnie McNamara,North America,3,10,0.06,3,1,1,0.56,0.5
Binding Machine Supplies,Phyllis Jacobson,North America,2,7,0.02,29,1,6,0.37,4.15
Accessory34,Jessica Thompson,AsiaPac,1,5,0.06,86,11,1,0.55,462.54
Accessory34,Elsie Pridgen,North America,1,5,0.06,86,3,1,0.55,125.42
StarTAC 7797,Dwight M Carr,North America,2,7,0.07,116,12,3,0.55,665.16
"IBM Numeric Access II Keypad, 17-Key, Black",Audrey Cline,AsiaPac,0,0,0.06,36,38,9,0.75,934.92
"IBM Numeric Access II Keypad, 17-Key, Black",Cynthia Khan,North America,0,0,0.06,36,10,9,0.75,239.4
2190,Carl Branch,North America,3,10,0.1,66,11,6,0.56,327.96
Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Ethel Branch,AsiaPac,4,15,0.05,32,15,7,0.75,329
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Marjorie Pope,North America,0,0,0.09,207,48,1,0.55,4569.56
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Marjorie Pope,North America,0,0,0.07,58,27,37,0.61,808.64
Bretford CR8500 Series Meeting Room Furniture,David Chang,AsiaPac,4,15,0.01,401,45,43,0.71,12588.5
Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Martha Durham,North America,4,15,0.05,32,4,7,0.75,82.6
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Molly Webster,North America,3,10,0.1,101,8,57,0.78,492.44
Xerox 1923,Molly Webster,North America,3,10,0.01,7,1,6,0.37,-3.48
Iceberg Mobile Mega Data/Printer Cart ®,Mitchell Clayton,North America,3,10,0.01,120,3,20,0.59,188.8
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Keith Fowler,North America,0,0,0.09,207,12,1,0.55,1141.64
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Keith Fowler,North America,0,0,0.07,58,7,37,0.61,182.24
Bretford CR8500 Series Meeting Room Furniture,Neil Bailey,North America,4,15,0.95,401,11,43,0.71,-1101.64
"IBM 80 Minute CD-R Spindle, 50/Pack",Cathy Shea,EMEA,1,5,0.01,21,9,2,0.48,86.83
Portfile® Personal File Boxes,Leah MacDonald,North America,4,15,0.04,18,12,9,0.59,109.8
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Larry Hahn,North America,1,5,0.04,58,2,37,0.61,29.12
Belkin 6 Outlet Metallic Surge Strip,Wallace Warner,North America,4,15,0.1,11,8,5,0.59,38.12
Xerox 21,Wallace Warner,North America,4,15,0.01,6,5,7,0.37,3.8
"IBM 80 Minute CD-R Spindle, 50/Pack",Megan Woods,North America,1,5,0.01,21,2,2,0.48,17.74
Serrated Blade or Curved Handle Hand Letter Openers,Marcus May,North America,1,5,0.01,3,1,2,0.84,0.49
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Ted Oliver,AsiaPac,1,5,0.07,108,47,6,0.65,2938.08
